VB_ID,ID_Num,FIRE_NAME,FIRE_YEAR,WFU,Veg,AGENCY,ICS_CODE,PCT_FS,FIRESIZE_HA,BA90_HA,BA90_PCT,MaxPatch_HA,IGNITION_DATE,CONT_DATE,sdc
2001OREGON,502,OREGON,2001,no,Forest,CDF,SHU,51.29,693,396,57.2,378,20010828,20010902,0.003029232
2001ROCK,505,ROCK,2001,no,Forest,USF,MDF,100,711,73,10.3,15,20010808,20010817,0.019757891
2001ROCK_CREEK,506,ROCK CREEK,2001,no,Forest,USF,TNF,100,231,50,21.8,44,20010510,20010514,0.006340533
2001STAR,510,STAR,2001,no,Forest,USF,ENF,71.75,6842,2424,35.4,1055,20010824,20010825,0.003544519
2001STREAM,511,STREAM,2001,no,Forest,USF,PNF,100,1469,797,54.2,627,20010725,20010803,0.004209532
2001SWILLUP2,512,SWILLUP II,2001,no,Forest,USF,KNF,98.74,3327,328,9.9,86,20010915,20011030,0.010141076
2001TREASURE,514,TREASURE,2001,no,Forest,USF,TNF,87.83,152,38,24.9,34,20010910,20010914,0.006360021
2001TROUGH,515,TROUGH,2001,no,Forest,USF,MNF,96.03,10242,3188,31.1,773,20010808,20010820,0.004924227
2001WHITE,517,WHITE,2001,no,Forest,USF,STF,99.92,101,26,25.3,26,20010819,20010823,0.010180946
2001WHITE_SQF,518,WHITE,2001,no,Forest,USF,SQF,100,138,6,4.4,4,20010512,20010612,0.02204323
2002CONE,527,CONE,2002,no,Forest,USF,LNF,83.06,824,338,41,308,20020926,20020930,0.004046211
2002FORKS,534,FORKS,2002,no,Forest,USF,KNF,99.37,580,152,26.2,100,20020609,20020613,0.00787417
2002GONDOLA,538,GONDOLA,2002,no,Forest,USF,TMU,60.69,260,50,19.2,14,20020703,20020710,0.01374418
2002MCNALLY,543,MCNALLY,2002,no,Forest,USF,SQF,99.04,61516,16836,27.4,2577,20020721,20020828,0.004164873
2002PALISADE,545,PALISADE,2002,yes,Forest,NPS,KNP,0,612,111,18.2,34,20020826,20021110,0.013571123
2002PIUTE,548,PIUTE,2002,no,Forest,USF,INF,100,158,44,27.5,12,20020924,20021020,0.017088273
2002PLUM,549,PLUM,2002,no,Forest,USF,ENF,54.75,745,40,5.4,7,20021112,20021220,0.022024386
2002SAINTPAULI,552,SAINT PAULI,2002,no,Forest,USF,ENF,94.03,133,17,13.2,17,20020726,20020730,0.008295658
2002SHOWERS,553,SHOWERS,2002,no,Forest,USF,TMU,100,117,31,26.4,14,20020819,20020825,0.011793435
2002SPI3SOURGRASS,555,SPI #3 SOURGRASS,2002,no,Forest,CDF,TCU,55.32,271,9,3.3,3,20021125,20021130,0.028134999
2002STANZA,556,STANZA,2002,no,Forest,USF,KNF,100,1171,220,18.8,57,20021125,20021130,0.01070356
2003ALBANITA,561,ALBANITA,2003,yes,Forest,USF,SQF,100,928,97,10.5,24,20030903,20031031,0.014708447
2003COD_FISH,567,COD FISH,2003,no,Forest,USF,TNF,100,341,14,4.3,7,20030831,20030910,0.016395496
2003COONEY,568,COONEY,2003,yes,Forest,USF,SQF,100,818,164,20.1,47,20030731,20030825,0.009483028
